O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
6635297,1064048,O,68595.83,9/10/1995,5-LOW,Clerk#000009947,0,unts. foxes boost slyly even requests. furiously ironic asymptotes ca
6635298,445250,O,73247.45,12/1/1996,1-URGENT,Clerk#000001010,0,symptotes above the deposits cajole furiously across t
6635299,1307968,F,192555.19,11/12/1994,3-MEDIUM,Clerk#000004674,0, must was carefully among the ironic deposits; quickly even 
6635300,488872,O,66427.99,12/8/1995,1-URGENT,Clerk#000004129,0,blithely even packages sleep furiously among the slyly final deposits
6635301,967186,O,11502.75,9/8/1996,3-MEDIUM,Clerk#000000335,0,sly bold packages against the quickly express deposits use final requests.
6635302,1469189,F,235399.61,9/3/1992,2-HIGH,Clerk#000009673,0,ts according to the excuses 
6635303,1143578,P,239773.16,5/14/1995,3-MEDIUM,Clerk#000001420,0,ronic packages. sometimes express pinto beans along the carefully express
6635328,614249,F,35497.45,5/8/1994,5-LOW,Clerk#000001715,0,grate blithely. ruthlessly express foxes hang slyly bold
6635329,666569,F,18483.44,4/2/1994,5-LOW,Clerk#000008032,0, slyly sly requests. carefully pend
6635330,1021469,O,46350.11,2/11/1997,5-LOW,Clerk#000001267,0,ffily unusual deposits. quic
6635331,323224,F,264642.99,2/21/1992,1-URGENT,Clerk#000003286,0,special packages. fluffy pa
6635332,901411,O,39674.47,12/1/1996,2-HIGH,Clerk#000002886,0,cial accounts sleep evenly above 
6635333,1495360,O,149659.24,8/16/1997,4-NOT SPECIFIED,Clerk#000001920,0,heodolites haggle after the sauternes. instructions cajole blithe
6635334,11362,O,118987.01,8/7/1997,5-LOW,Clerk#000003304,0,ly alongside of the blithely regular ac
6635335,448364,F,67110.71,8/22/1992,5-LOW,Clerk#000009529,0,special packages wake blithely across the carefully ironic accounts? regular f
6635360,1149296,O,132207.84,7/10/1998,3-MEDIUM,Clerk#000008783,0,xpress deposits. carefully reg
6635361,710327,F,89487.98,12/21/1994,1-URGENT,Clerk#000001457,0,y unusual packages. ideas sleep above the slyly regular dolphins. car
6635362,1464055,P,296155.01,6/11/1995,3-MEDIUM,Clerk#000004238,0,ts? quickly regular instructions above the
6635363,347845,O,189607.05,2/2/1998,5-LOW,Clerk#000003369,0,ithely packages. special requests wake evenly according to the enticingly 
6635364,697370,F,53495.70,12/6/1994,1-URGENT,Clerk#000000455,0, of the carefully ironic requests. regular ideas 
6635365,1192360,F,188688.11,3/4/1993,2-HIGH,Clerk#000000725,0, deposits wake: regu
6635366,1474169,O,236848.87,7/5/1997,5-LOW,Clerk#000008671,0,haggle furiously final t
6635367,855074,F,225690.13,7/7/1994,3-MEDIUM,Clerk#000001263,0,"e express, regular foxes. quickly regular multipliers integrate. bold theod"
6635392,1213864,F,207158.90,7/27/1993,5-LOW,Clerk#000000643,0,ide of the regular deposits. fur
6635393,1408009,O,9616.53,9/2/1997,4-NOT SPECIFIED,Clerk#000002813,0,y asymptotes cajole quickly according to the reque
6635394,400483,F,43286.65,12/10/1992,4-NOT SPECIFIED,Clerk#000009328,0,ccording to the furiously regular foxes are carefully among the f
6635395,414265,F,12030.85,4/12/1992,2-HIGH,Clerk#000005337,0,y unusual foxes was slyly f
6635396,1031989,O,269003.16,10/31/1996,3-MEDIUM,Clerk#000009930,0,equests haggle furiously final 
6635397,115094,O,70276.94,12/25/1995,2-HIGH,Clerk#000009028,0,"even, ironic theodoli"
6635398,868757,F,293357.56,10/31/1993,4-NOT SPECIFIED,Clerk#000001797,0, slyly alongside of the deposits. carefully even theod
6635399,186794,F,242385.27,8/21/1993,4-NOT SPECIFIED,Clerk#000004131,0, boost bold requests. furiously regular excuses haggle. carefully regular 
6635424,1443790,F,207772.73,6/18/1994,2-HIGH,Clerk#000006403,0, frets. blithely ironic dolphins along the foxes wake carefully th
6635425,261832,F,224862.38,3/30/1993,1-URGENT,Clerk#000009240,0,xes-- permanently regular gifts around the expre
6635426,1091252,O,5251.33,11/29/1996,1-URGENT,Clerk#000003472,0, packages unwind furiously a
6635427,159985,F,165480.89,4/24/1993,1-URGENT,Clerk#000009400,0,y regular requests. accounts among the finally express asymptotes caj
6635428,861058,O,41077.24,6/7/1996,2-HIGH,Clerk#000000494,0,ckly above the regular packages. carefully pending ideas sleep slyly-
6635429,1278112,O,168936.59,1/14/1996,3-MEDIUM,Clerk#000008536,0,"regular deposits. pending, special platelets wake? ruthles"
6635430,1207198,O,298425.67,4/19/1998,1-URGENT,Clerk#000001540,0,ut the doggedly pending hockey players sleep alongside o
6635431,372563,O,186173.24,10/8/1996,1-URGENT,Clerk#000007480,0,. regular asymptotes engage final instru
6635456,652528,F,61400.57,10/25/1994,4-NOT SPECIFIED,Clerk#000007561,0,iously ironic instructions haggle slyly blithe
6635457,531982,F,251937.60,7/9/1993,2-HIGH,Clerk#000006751,0,sly thin foxes. regular pinto beans are carefully afte
6635458,1020889,F,50628.98,7/28/1993,4-NOT SPECIFIED,Clerk#000003973,0,s use carefully ironic foxes. furiously sl
6635459,1048402,F,304152.51,11/1/1993,1-URGENT,Clerk#000004180,0,e ironic deposits? blithely thin exc
6635460,1465531,O,118162.97,12/15/1996,4-NOT SPECIFIED,Clerk#000004464,0,special pinto beans. ideas wake above the slyly bold pinto 
6635461,1172152,O,130285.82,8/31/1995,5-LOW,Clerk#000005706,0,ironic deposits. express deposits wake slyly across the express requests:
6635462,842596,F,62398.02,11/30/1992,5-LOW,Clerk#000004057,0,nts wake blithely. regular foxes are furiously closely unusual d
6635463,1479526,O,159604.82,12/4/1995,2-HIGH,Clerk#000009406,0,es. asymptotes sleep fluffily ironic gifts.
6635488,883940,F,90698.11,12/9/1993,1-URGENT,Clerk#000000633,0," pending, final sauterne"
6635489,366460,F,216919.03,3/16/1994,5-LOW,Clerk#000002427,0,l packages. slyly fin
6635490,87274,F,58056.62,10/19/1994,2-HIGH,Clerk#000006973,0,ly according to the final a
6635491,1308811,O,130989.06,1/7/1998,5-LOW,Clerk#000003437,0,". fluffily bold requests boost blithely. unusual, ironic accou"
6635492,1158056,F,239492.83,9/12/1992,1-URGENT,Clerk#000006330,0,latelets along the carefull
6635493,937658,F,29165.48,7/18/1992,1-URGENT,Clerk#000002678,0,ackages. pending pack
6635494,202111,O,108426.97,8/27/1995,1-URGENT,Clerk#000002660,0,"tect regular, ironic excuses. orbits about the busily "
6635495,876394,F,401865.28,12/17/1993,2-HIGH,Clerk#000008964,0,ess ideas x-ray. accounts thrash carefully id
6635520,1030700,O,48525.44,11/8/1996,2-HIGH,Clerk#000002734,0,"l, pending asymptotes solve quickly a"
6635521,964304,O,34681.23,8/1/1998,4-NOT SPECIFIED,Clerk#000007391,0, platelets. ironic Tiresias sleep instru
6635522,1047016,F,98601.14,3/1/1993,3-MEDIUM,Clerk#000006148,0, carefully even theodolites haggle 
6635523,679528,F,25498.43,7/29/1993,2-HIGH,Clerk#000003052,0, sleep quickly blithely close ideas. slyly even instructions haggle slyl
6635524,1305338,O,114128.64,12/22/1995,5-LOW,Clerk#000002094,0,y. bold waters across the fluffily ironic deposits sleep carefully at the acc
6635525,1303927,F,73919.73,6/26/1994,2-HIGH,Clerk#000004656,0,x carefully among the special depos
6635526,87787,O,229647.74,1/29/1998,3-MEDIUM,Clerk#000001801,0,ly pending packages doze blithely regular
6635527,904136,F,127751.99,4/12/1993,2-HIGH,Clerk#000009193,0,y special deposits. unusual requests kindle according to the requests. fo
6635552,796960,O,125953.62,6/27/1998,5-LOW,Clerk#000002968,0, play among the caref
6635553,993970,O,253080.69,10/31/1997,2-HIGH,Clerk#000001432,0,ross the slyly final requests wake carefully above the qu
6635554,126797,F,61531.88,5/26/1992,5-LOW,Clerk#000008916,0,e theodolites poach slyly ironic dolphins. slyly express attainments us
6635555,1060417,O,117178.61,2/7/1997,4-NOT SPECIFIED,Clerk#000009404,0,eas wake carefully. blithely spe
6635556,895003,O,183581.03,4/19/1997,1-URGENT,Clerk#000000827,0,"e furiously regular accounts. special, even requests according to the acc"
6635557,308152,O,73168.69,5/17/1998,3-MEDIUM,Clerk#000005452,0,"ogs. furiously bold ideas after the final, express deposits cajole the"
6635558,1080046,F,186686.59,11/1/1992,4-NOT SPECIFIED,Clerk#000007632,0,s. special foxes boost along the furiously 
6635559,815830,O,216192.70,10/17/1995,5-LOW,Clerk#000003828,0,fily excuses. slyly regular 
6635584,147691,O,269282.80,4/20/1997,2-HIGH,Clerk#000008228,0,foxes haggle slyly. slyly busy ideas are-- regula
6635585,1227535,F,191387.37,1/1/1995,1-URGENT,Clerk#000009981,0,. fluffily regular accounts sleep blithely pending accounts. 
6635586,157243,O,60918.71,1/21/1996,5-LOW,Clerk#000008097,0,ely final platelets. furiously ironic deposi
6635587,1257434,O,81613.45,3/17/1997,4-NOT SPECIFIED,Clerk#000001550,0,slyly. foxes cajole furiously. quickly pending pinto beans cajole
6635588,186491,F,152260.53,11/7/1993,5-LOW,Clerk#000009699,0,y final packages thrash blithely. quickly bold requests wake al
6635589,841580,F,137809.97,11/15/1994,3-MEDIUM,Clerk#000007159,0,regular pinto beans use. furiously regular accounts haggle beside the slyly
6635590,923527,O,206885.96,5/16/1996,3-MEDIUM,Clerk#000008562,0,jole slyly special deposit
6635591,1213777,F,303000.04,3/26/1994,4-NOT SPECIFIED,Clerk#000009053,0,usly final packages. regular packages are carefully again
6635616,1443406,O,116137.01,2/1/1998,5-LOW,Clerk#000002628,0,s deposits. even dugouts are after the fluffily final requests. accoun
6635617,1313425,F,139465.42,9/5/1992,5-LOW,Clerk#000006753,0,ests. furiously regular deposits nag around the blithely
6635618,701086,F,60021.75,8/7/1993,2-HIGH,Clerk#000009510,0,. ironic packages detect blithely. foxes sleep. ironic asymptotes nag sly
6635619,622250,O,222042.07,3/5/1998,4-NOT SPECIFIED,Clerk#000000445,0,ach. furiously express platelets are according to the unusual deposits. fu
6635620,152587,F,58401.02,11/30/1993,4-NOT SPECIFIED,Clerk#000006662,0, play furiously. carefully ironic pinto beans are carefully after the care
6635621,1003505,F,3594.49,1/2/1992,5-LOW,Clerk#000007533,0,iously unusual instructions nag. ironic requests haggle slyly furiously f
6635622,1398451,O,45709.74,9/7/1995,2-HIGH,Clerk#000000907,0,n dependencies. theodolites about the slyly 
6635623,237269,F,256042.17,5/4/1992,5-LOW,Clerk#000001763,0, wake furiously fluffily express packages; silent 
6635648,770332,O,135074.82,7/6/1997,1-URGENT,Clerk#000007062,0,ns. carefully ironic foxes cajole along the blithely iro
6635649,466784,O,102829.41,12/2/1997,1-URGENT,Clerk#000007024,0,ngside of the bold accounts. fluff
6635650,231710,O,23118.01,12/2/1997,5-LOW,Clerk#000001749,0,lms sleep. carefully ironic depths
6635651,339437,O,61108.79,4/28/1998,4-NOT SPECIFIED,Clerk#000002163,0,players nag: carefully regular accounts are. slyly final
6635652,416137,F,61502.92,2/9/1992,2-HIGH,Clerk#000001883,0,nal packages haggle r
6635653,986150,F,259728.89,3/18/1992,2-HIGH,Clerk#000006986,0,bits use. furiously bold dependencies boost q
6635654,722566,O,228787.69,1/30/1996,4-NOT SPECIFIED,Clerk#000003626,0,"equests hang blithely. special, regular tithes sleep carefully! q"
6635655,147448,F,152400.23,2/17/1992,3-MEDIUM,Clerk#000001238,0, pearls cajole blithely final attainments. carefully 
6635680,149695,F,186564.22,7/3/1993,4-NOT SPECIFIED,Clerk#000007050,0,luffily regular requests cajole 
6635681,405415,F,222986.53,5/7/1993,4-NOT SPECIFIED,Clerk#000007653,0,yly regular platelets. unusual dependencies cajole closely according t
6635682,793766,O,112853.30,10/21/1995,2-HIGH,Clerk#000007579,0,y dogged theodolites haggle accordin
6635683,1309729,O,99245.49,2/11/1996,4-NOT SPECIFIED,Clerk#000008360,0, even deposits cajole. blithely special accounts wake. bu
6635684,99349,O,96453.70,8/2/1996,4-NOT SPECIFIED,Clerk#000005208,0,xes breach carefully. furiously unusual ideas caj
6635685,257522,O,210592.23,7/28/1998,2-HIGH,Clerk#000006541,0,tructions use carefully
6635686,657512,O,53546.84,3/26/1997,3-MEDIUM,Clerk#000008715,0,deas need to are carefully pending deposits. 
6635687,289627,O,295859.16,1/5/1998,5-LOW,Clerk#000001783,0, carefully. slyly quic
6635712,233071,O,14945.60,10/26/1995,5-LOW,Clerk#000000990,0,g to the blithely pen
6635713,716623,F,169188.45,1/18/1994,2-HIGH,Clerk#000003032,0,its cajole furiously express hockey players. quickly even accoun
6635714,775048,F,138903.98,7/23/1992,5-LOW,Clerk#000005839,0,gle among the accounts. slyly even instructions sleep quickly by the id
6635715,225208,O,94682.86,6/8/1997,4-NOT SPECIFIED,Clerk#000005443,0,refully. carefully pending decoys wake quickly slyly e
6635716,566015,O,239970.27,3/17/1998,5-LOW,Clerk#000007645,0,? warthogs x-ray carefully regular packages; furiously ironic dependencies 
6635717,1497839,F,18366.18,3/13/1995,2-HIGH,Clerk#000008363,0,iously pending instructio
6635718,1167139,O,186761.56,4/14/1996,1-URGENT,Clerk#000004232,0,oss the dependencies hang furiously unusual foxes. slyly silent braids s
6635719,576148,O,385015.48,10/15/1996,3-MEDIUM,Clerk#000003984,0,eposits. final theo
6635744,798430,F,160618.78,1/23/1995,1-URGENT,Clerk#000000229,0,he bold requests haggle fu
6635745,180314,F,225849.68,12/28/1992,4-NOT SPECIFIED,Clerk#000007864,0, foxes-- blithely silent deposits are furiously expres
6635746,523892,F,212426.40,9/13/1994,1-URGENT,Clerk#000003654,0,"lms haggle above the regular, regular somas: blithely r"
6635747,36962,F,78378.88,1/12/1995,3-MEDIUM,Clerk#000004617,0, sentiments after the dep
6635748,220249,F,163180.26,12/27/1994,3-MEDIUM,Clerk#000001434,0,silent deposits sleep
6635749,1198676,F,181181.37,2/10/1992,5-LOW,Clerk#000006875,0,have to cajole according to the i
6635750,1140919,O,235056.07,10/11/1995,3-MEDIUM,Clerk#000003160,0,cial packages unwind quickly special excuses. regular accounts after the
6635751,914137,F,62173.04,3/28/1993,1-URGENT,Clerk#000007275,0, accounts boost blithely blithely silent instruct
6635776,878035,P,242410.88,4/18/1995,1-URGENT,Clerk#000005905,0,c requests. blithely bold accounts against the slyly regular packages 
6635777,113885,O,180163.47,6/2/1997,1-URGENT,Clerk#000007362,0,te. deposits above the blithely pending the
6635778,60997,O,264944.63,8/29/1997,1-URGENT,Clerk#000003919,0,ans cajole furiously final packages. blithely ironic requests ar
6635779,644113,F,22139.58,3/16/1992,1-URGENT,Clerk#000006181,0,es. furiously final accou
6635780,76627,O,214794.41,10/20/1995,5-LOW,Clerk#000005197,0, theodolites alongside of the express packages nag slyly ruthle
6635781,861968,O,56605.77,12/22/1995,1-URGENT,Clerk#000005440,0, across the quickly final packages. carefully pending cour
6635782,89590,O,208046.94,8/22/1995,2-HIGH,Clerk#000004330,0, requests cajole quickly carefully bold excuses. foxes w
6635783,1209770,F,257902.73,2/6/1995,4-NOT SPECIFIED,Clerk#000008005,0,"ts sleep furiously ironic accounts. unusual, even courts sleep s"
6635808,102484,P,202463.57,5/1/1995,3-MEDIUM,Clerk#000003459,0,es. regular accounts wake furi
6635809,436024,F,186653.39,11/10/1994,1-URGENT,Clerk#000004377,0,. slyly regular ideas hag
6635810,724187,O,175733.83,10/4/1997,5-LOW,Clerk#000001350,0,quests are carefully about the slyly even requests. quickly express req
6635811,397183,F,48756.35,12/6/1992,2-HIGH,Clerk#000004161,0, blithely unusual ideas: unusual 
6635812,447385,F,137053.29,5/28/1993,1-URGENT,Clerk#000000051,0,"as sleep furiously unusual, ironic ideas. regular dolphins wake"
6635813,1182154,F,26926.06,4/7/1992,2-HIGH,Clerk#000003166,0,jole foxes. final foxes integrate idly. requests nag among the even deposits
6635814,943345,O,238415.50,9/10/1996,4-NOT SPECIFIED,Clerk#000000753,0,sual packages after the foxes believe car
6635815,1285442,F,177929.08,4/1/1993,5-LOW,Clerk#000006226,0,oxes believe. unusual accounts kindle slyly against the quickly bold requests
6635840,1409920,F,81615.58,11/1/1992,2-HIGH,Clerk#000008727,0,y bold ideas about the slyly ironic 
6635841,996589,O,129350.60,8/29/1996,5-LOW,Clerk#000000228,0,"le final, final deposits"
6635842,645733,F,88412.88,2/27/1994,4-NOT SPECIFIED,Clerk#000006791,0,gular packages are carefully above the permanently 
6635843,326023,F,151167.91,9/5/1994,1-URGENT,Clerk#000004213,0,fluffily regular theodolites sleep caref
6635844,1437764,F,75370.98,1/10/1992,2-HIGH,Clerk#000004619,0,"nusual, bold deposits among the fin"
6635845,997496,F,137867.92,2/16/1995,3-MEDIUM,Clerk#000002194,0,ic foxes boost blithely unusual requests. final requests sleep furi
6635846,908069,O,196516.18,9/13/1996,3-MEDIUM,Clerk#000005105,0, beans solve furiously final excuses. foxes among the
6635847,902822,F,224190.68,10/29/1994,1-URGENT,Clerk#000008982,0,"s. express, regular deposits use ironic, even deposits. bold pinto beans poac"
6635872,1221868,O,62205.19,7/28/1998,4-NOT SPECIFIED,Clerk#000008235,0,ding ideas sleep fluffily. blith
6635873,916813,F,154469.67,8/2/1992,5-LOW,Clerk#000002289,0,the furiously pending requests. iro
6635874,854789,F,104543.64,11/3/1994,3-MEDIUM,Clerk#000001410,0,"ss the final, ironic foxes ar"
6635875,934387,F,237166.29,11/19/1992,5-LOW,Clerk#000005256,0,ding to the slyly ironic pack
6635876,727706,O,177174.75,10/24/1995,5-LOW,Clerk#000005332,0,elets according to the slyly ironic pinto beans haggle blithely even requ
6635877,1041877,O,51395.70,11/18/1997,5-LOW,Clerk#000001033,0,ly unusual ideas unwind. express accounts h
6635878,1323850,O,250460.23,2/24/1998,2-HIGH,Clerk#000006317,0,he carefully ironic accounts. carefully iro
6635879,440540,O,161491.19,4/19/1997,5-LOW,Clerk#000007885,0, furiously. carefully ruthless foxes wake furiously aft
6635904,148555,O,195407.31,3/19/1997,1-URGENT,Clerk#000000949,0,lithely final requests haggle quickly furiously unusual pai
6635905,739126,O,58651.47,8/22/1997,5-LOW,Clerk#000009798,0,ses. accounts across the carefully special instructions are carefully c
6635906,971716,O,254754.67,11/3/1997,1-URGENT,Clerk#000004526,0,xpress packages nag. bl
6635907,1101007,F,64699.25,11/10/1994,5-LOW,Clerk#000003752,0,use blithely after the ideas. daringly express acco
6635908,591902,F,89811.24,4/23/1994,2-HIGH,Clerk#000006019,0, blithely blithely regu
6635909,91052,O,15417.88,11/13/1995,1-URGENT,Clerk#000005321,0,"olites sleep pending, regular r"
6635910,295144,O,82690.49,11/5/1996,3-MEDIUM,Clerk#000009656,0,nts. blithely unusual deposits impr
6635911,1464805,O,127918.12,4/30/1997,4-NOT SPECIFIED,Clerk#000004622,0,even deposits. fluffily special de
6635936,970505,O,90573.24,9/5/1996,2-HIGH,Clerk#000008946,0,ake alongside of th
6635937,274756,O,286838.44,12/18/1997,2-HIGH,Clerk#000000551,0,ly busy asymptotes. pinto beans 
6635938,791195,O,284124.93,12/15/1996,1-URGENT,Clerk#000000490,0,n theodolites use caref
6635939,106315,F,129489.78,4/7/1992,3-MEDIUM,Clerk#000005249,0,ing pinto beans wake foxes. slyly regular instructio
6635940,334343,F,42225.78,9/8/1992,2-HIGH,Clerk#000005986,0,ges are furiously silent accou
6635941,300544,F,161275.18,1/9/1994,5-LOW,Clerk#000008195,0, requests integrate carefully quickly even instruct
6635942,729214,F,103451.54,4/5/1992,5-LOW,Clerk#000001446,0,yly ironic excuses sleep. accounts nag blithely furi
6635943,873275,O,145183.33,4/1/1996,3-MEDIUM,Clerk#000008394,0,ording to the carefully ironic notornis use carefully toward the blithely 
6635968,1131214,O,113159.56,4/28/1998,3-MEDIUM,Clerk#000002836,0,he blithely bold dinos. blithely ironic deposits aga
6635969,1285546,O,338284.64,3/15/1998,1-URGENT,Clerk#000007147,0,hely express asymptotes. quickly
6635970,146998,F,224235.91,11/13/1993,5-LOW,Clerk#000009730,0,al foxes. quickly unusual foxes use above the final asymptotes. carefully
6635971,71743,F,264436.11,12/10/1994,3-MEDIUM,Clerk#000001783,0,ously pending asymptotes wake across the
6635972,1258205,F,110439.71,1/16/1993,1-URGENT,Clerk#000002699,0,en dolphins. fluffy theodolites haggle carefully. slyly regular theodo
6635973,1140103,O,40458.08,4/30/1995,2-HIGH,Clerk#000004831,0,atelets. quickly pending braids against the 
6635974,691642,F,43610.25,1/13/1994,1-URGENT,Clerk#000002710,0,"uickly unusual ideas beyond the even, pending packages detect "
6635975,926821,O,131188.17,1/23/1996,2-HIGH,Clerk#000008391,0,al dolphins. slyly regular pl
6636000,1054727,F,57137.61,5/6/1995,3-MEDIUM,Clerk#000009993,0,ole blithely among the carefully e
6636001,1284460,F,211714.31,8/8/1992,4-NOT SPECIFIED,Clerk#000005618,0,inal pinto beans. special excuses accordi
6636002,1417736,P,185119.11,3/2/1995,5-LOW,Clerk#000000187,0, x-ray sometimes. blithely unusual escapades above the carefu
6636003,374452,O,135680.08,10/15/1996,3-MEDIUM,Clerk#000008404,0,. carefully even deposits ac
6636004,907892,F,350108.60,10/8/1992,1-URGENT,Clerk#000008943,0,"l, pending dugouts are! blithely regular ideas dazzle thinly silent depos"
6636005,937000,O,237591.58,2/3/1998,2-HIGH,Clerk#000002833,0,symptotes. packages boost slyly enticing fo
6636006,1148206,O,240134.44,5/14/1997,1-URGENT,Clerk#000002013,0,uests. hockey players sublate slyly. quickly express ideas sleep slyly. ac
6636007,390953,O,232547.20,8/26/1995,2-HIGH,Clerk#000000735,0,ges. express frays haggle furiously. platelet
6636032,740672,O,355393.93,7/10/1997,4-NOT SPECIFIED,Clerk#000009194,0,usly. slyly final theodolites use carefully across
6636033,1457851,F,111414.81,7/10/1993,5-LOW,Clerk#000008461,0,", final accounts use. pending, bold instructions about"
6636034,1096649,P,366530.10,2/28/1995,2-HIGH,Clerk#000000785,0,"ages. special requests nag slyly ironic waters. silent, expre"
6636035,866951,F,165506.84,7/23/1993,5-LOW,Clerk#000009688,0,lyly ironic frays are slyly. final deposits hinder along the a
6636036,1342231,F,221479.29,3/19/1993,1-URGENT,Clerk#000005065,0,ly permanent packages. pinto beans are blithely
6636037,369307,O,290934.30,10/31/1997,1-URGENT,Clerk#000008877,0,uriously ironic requests believe stealthily final idea
6636038,1438906,F,157095.10,9/11/1993,4-NOT SPECIFIED,Clerk#000003399,0,s. regular accounts wake furiously silent deposits
6636039,668105,F,291416.70,11/27/1993,5-LOW,Clerk#000006531,0,lar packages nag about the unusual ideas. slyly regular 
6636064,1338979,F,167550.44,1/26/1993,5-LOW,Clerk#000006659,0,ng packages nag blithely. quickly silent instructions can wake care
6636065,1205683,F,76286.69,6/24/1992,2-HIGH,Clerk#000007204,0, furiously according to the carefully final as
6636066,404188,F,13436.63,3/30/1992,4-NOT SPECIFIED,Clerk#000004498,0,s cajole. fluffily ironic requests wake at the carefully stealthy request
6636067,1170797,F,262604.55,4/18/1993,3-MEDIUM,Clerk#000003249,0,y after the quickly permanent pint
6636068,582628,O,164673.67,2/20/1996,1-URGENT,Clerk#000001693,0,jole blithely carefully pending ideas. regula
6636069,227836,F,249658.15,1/24/1994,3-MEDIUM,Clerk#000001430,0,ingly regular requests. regular platelets wake carefully ironic patter
6636070,1223596,F,111799.31,1/21/1993,3-MEDIUM,Clerk#000009241,0,er ironic accounts. furiously ironic packages poach qu
6636071,1455362,O,87964.01,2/25/1996,4-NOT SPECIFIED,Clerk#000009680,0,. express foxes are blithel
6636096,1258183,F,52384.22,9/11/1994,3-MEDIUM,Clerk#000006790,0,counts are furiously. f
6636097,752581,O,14591.19,6/10/1997,5-LOW,Clerk#000004228,0,ix carefully. fluffily pending pinto beans sleep blithely. furiously b
6636098,598063,F,92928.30,7/31/1993,1-URGENT,Clerk#000002132,0,cies sleep blithely since the sl
6636099,129292,F,66366.11,2/22/1995,2-HIGH,Clerk#000003144,0,le blithely. carefully reg
6636100,993445,F,182458.87,3/22/1992,3-MEDIUM,Clerk#000006334,0,iously unusual pinto beans hang blithely across t
6636101,314701,O,249321.04,8/3/1997,5-LOW,Clerk#000007902,0,ke after the regular ideas. always unusual accou
6636102,153625,F,194061.91,7/29/1992,5-LOW,Clerk#000009157,0,"c, regular packages. slyly even ideas across the carefully expr"
6636103,460280,O,97101.59,9/6/1996,1-URGENT,Clerk#000000415,0,gainst the ironic theodolites. blithely special instructions grow quickly 
6636128,421438,F,42142.94,11/30/1993,5-LOW,Clerk#000001861,0,l deposits. furiously even instructions hagg
6636129,75466,O,9900.68,10/23/1995,5-LOW,Clerk#000004936,0,ecial accounts. fluffily regular deposits caj
6636130,829465,F,78337.92,5/11/1993,3-MEDIUM,Clerk#000007401,0,"yly ironic requests. unusual, regular p"
6636131,1285586,F,49648.33,12/16/1992,4-NOT SPECIFIED,Clerk#000009908,0, ironic requests above the quickly ironic ideas haggle fluffily regular 
6636132,839009,O,163752.39,3/28/1997,3-MEDIUM,Clerk#000008938,0,ts sleep carefully against the blithely express packages. s
6636133,1208738,O,212309.56,5/12/1996,1-URGENT,Clerk#000000748,0,ts are quickly around t
6636134,758596,F,99061.51,2/21/1992,3-MEDIUM,Clerk#000002122,0,s are furiously against the fu
6636135,1214092,F,331209.83,4/11/1993,5-LOW,Clerk#000000771,0,"ing packages. special, "
6636160,737158,O,320839.57,10/18/1996,3-MEDIUM,Clerk#000006535,0,unts nag fluffily carefully even dolphins. pinto beans are blithely slyly even
6636161,907555,O,202002.65,12/6/1995,3-MEDIUM,Clerk#000007811,0," express, pending acc"
6636162,1263215,O,24633.49,9/23/1997,5-LOW,Clerk#000004288,0,ilent foxes are according to t
6636163,1342159,F,249644.56,9/6/1992,2-HIGH,Clerk#000004463,0,"al, final foxes. carefully even dependencies detect. regular"
6636164,645589,O,95189.65,10/29/1997,5-LOW,Clerk#000008987,0,ial requests sleep furiously final accounts. flu
6636165,887659,O,315905.80,5/12/1997,4-NOT SPECIFIED,Clerk#000005141,0,s haggle slyly ironic deposits. fluffily regular pinto beans in
6636166,1353335,P,125393.45,5/24/1995,3-MEDIUM,Clerk#000009981,0,near the closely pending grouches wake evenly furiously regular theodol
6636167,992326,F,25547.81,4/9/1994,3-MEDIUM,Clerk#000004702,0,ily across the even foxes. furiously pending reque
6636192,1019593,F,141306.01,1/7/1993,4-NOT SPECIFIED,Clerk#000003089,0,furiously ironic foxes. quick accou
6636193,274252,F,103402.80,10/21/1994,1-URGENT,Clerk#000003222,0,"cajole unusual, pending instructions. "
6636194,1345174,O,25198.56,5/9/1997,2-HIGH,Clerk#000003905,0, wake boldly slyly pending asymptotes. quickly idle deposits maintain 
6636195,313796,O,227355.94,2/1/1996,4-NOT SPECIFIED,Clerk#000004790,0,s haggle? carefully bold excuses cajole
6636196,1460764,O,123800.96,12/16/1995,3-MEDIUM,Clerk#000008938,0,"y ironic, final ideas. ironic, regular requests alongside "
6636197,544426,O,188442.44,2/18/1998,4-NOT SPECIFIED,Clerk#000005614,0,deas. unusual accounts unwind quickl
6636198,145780,F,12466.74,12/13/1993,3-MEDIUM,Clerk#000008816,0,r the blithe deposits. blithely express pearls along the carefully ev
6636199,593371,F,94426.14,5/14/1992,5-LOW,Clerk#000004315,0,yly even decoys. furiously unusual sentiments
6636224,757510,F,60620.55,11/7/1992,4-NOT SPECIFIED,Clerk#000009361,0,r accounts. excuses nag about the carefully fluffy realms. blithely eve
6636225,954719,O,87834.02,12/22/1996,3-MEDIUM,Clerk#000001131,0,kages. quickly silent instructions run across 
6636226,448228,O,47706.37,1/25/1996,2-HIGH,Clerk#000005099,0,"ffy instructions past the express, regular accounts wake about the unusua"
6636227,365765,F,60540.29,12/15/1994,1-URGENT,Clerk#000004759,0,e carefully evenly final accounts.
6636228,403730,O,97600.03,6/28/1995,4-NOT SPECIFIED,Clerk#000005073,0, dogged pinto beans. 
